지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
90,속초,2020-03-10,7.6,5,2205,10.1,250
90,속초,2020-03-11,6.3,2.2,518,10.5,1449
90,속초,2020-03-12,10.8,4.1,217,17,1526
90,속초,2020-03-13,6.8,.7,2255,11.9,1011
90,속초,2020-03-14,5.6,-.6,532,11.7,1427
90,속초,2020-03-15,4.8,.5,2205,9,1154
90,속초,2020-03-16,5.1,0,723,8.7,1405
90,속초,2020-03-17,8.6,4,228,11.8,1541
90,속초,2020-03-18,12.9,5.5,655,18.3,1335
90,속초,2020-03-19,11.6,6.9,2338,17.1,727
90,속초,2020-03-20,11.3,5.6,627,17.4,1411
90,속초,2020-03-21,12.2,8.7,2322,17.5,1318
90,속초,2020-03-22,9.5,4.9,2307,13,1344
90,속초,2020-03-23,8.5,3.9,2324,12.9,959
90,속초,2020-03-24,8.3,3.2,203,13.3,1211
90,속초,2020-03-25,9.3,4,212,13.7,1453
90,속초,2020-03-26,13.2,6.8,302,19.3,1355
90,속초,2020-03-27,8.1,4.1,2354,14.1,338
90,속초,2020-03-28,5.2,.3,2338,7.9,1447
90,속초,2020-03-29,6.6,.4,1,11.2,1307
90,속초,2020-03-30,8.4,2,607,14,1452
90,속초,2020-03-31,10.6,4.4,401,15.8,1424
90,속초,2020-04-01,9.1,3.3,2400,13.9,248
90,속초,2020-04-02,12,2.6,452,18.4,1416
90,속초,2020-04-03,15.4,8.4,603,20.8,1359
90,속초,2020-04-04,8.4,4.6,2048,13,17
90,속초,2020-04-05,6.6,.9,314,11.8,1407
90,속초,2020-04-06,10.9,3.6,1,14.7,1506
90,속초,2020-04-07,12.5,9,2343,18.5,1146
90,속초,2020-04-08,7.4,3.4,2359,10.7,1628
90,속초,2020-04-09,7.9,3.3,600,11.3,1357
90,속초,2020-04-10,8.4,3.2,536,13.8,1216
90,속초,2020-04-11,10.1,4,257,15.4,1107
90,속초,2020-04-12,9.5,7.2,2330,11.8,238
90,속초,2020-04-13,9.5,5,511,13.8,1555
90,속초,2020-04-14,16.5,7.5,234,23.7,1324
90,속초,2020-04-15,13.5,8.1,2211,20.3,903
90,속초,2020-04-16,11.2,6.7,544,15,1440
90,속초,2020-04-17,11.7,9.1,414,13.6,1747
90,속초,2020-04-18,10.4,7.5,205,13.2,1452
90,속초,2020-04-19,9.7,6.4,609,13,1336
90,속초,2020-04-20,10.8,7.1,431,16.2,1541
90,속초,2020-04-21,8.7,5.1,2346,14,1350
90,속초,2020-04-22,7.8,4.5,553,12.1,1425
90,속초,2020-04-23,9.1,5,509,14.9,1424
90,속초,2020-04-24,12.8,6.5,420,18,1447
90,속초,2020-04-25,15.7,11.2,2321,22.7,1403
90,속초,2020-04-26,10.5,8.3,2349,14,1354
90,속초,2020-04-27,10.2,6.5,224,13.9,1710
90,속초,2020-04-28,17.6,8,1,23.2,1541
90,속초,2020-04-29,16.8,11.3,2300,22.1,1017
90,속초,2020-04-30,19.2,12.4,20,24.5,1807
90,속초,2020-05-01,25.5,18.2,616,32.4,1551
90,속초,2020-05-02,24.8,20.6,802,28.6,1419
90,속초,2020-05-03,20.8,14.6,2338,26.8,1018
90,속초,2020-05-04,15.3,12.8,2058,28,1131
90,속초,2020-05-05,15,12.2,2142,17.4,932
90,속초,2020-05-06,15.6,11.4,514,19.5,1037
90,속초,2020-05-07,14.7,8.9,447,18.7,1219
90,속초,2020-05-08,14.8,10.1,500,19.4,1106
90,속초,2020-05-09,13.7,11.7,551,15.7,1639
90,속초,2020-05-10,19,14,332,24.1,1115
90,속초,2020-05-11,20.4,16.4,544,25.2,1605
90,속초,2020-05-12,17.2,13.5,257,21.1,1651
90,속초,2020-05-13,20.8,14.7,349,26.5,1553
90,속초,2020-05-14,23,19.3,2250,29.1,1432
90,속초,2020-05-15,16.1,14.1,1441,22.6,617
90,속초,2020-05-16,15.2,14,140,16.4,1106
90,속초,2020-05-17,16.3,14.8,251,19.4,1215
90,속초,2020-05-18,14.8,13.7,2354,15.6,1139
90,속초,2020-05-19,10.3,7.8,2040,13.8,1
90,속초,2020-05-20,10.6,8.3,11,14.4,1509
90,속초,2020-05-21,13.2,9.3,419,16.9,1052
90,속초,2020-05-22,13.2,12,427,14.9,1239
90,속초,2020-05-23,14.5,11.7,514,18,1122
90,속초,2020-05-24,17.3,13.9,15,23,1815
90,속초,2020-05-25,21.2,16.3,520,24.7,1431
90,속초,2020-05-26,17.4,13.4,2400,24.6,1137
90,속초,2020-05-27,19.1,12.9,36,23.8,1706
90,속초,2020-05-28,18.1,14.3,2313,22.8,1252
90,속초,2020-05-29,17.9,13.1,515,22.5,1314
90,속초,2020-05-30,17.5,11.1,500,22.3,1334
90,속초,2020-05-31,17.7,12.9,137,21.1,1223
90,속초,2020-06-01,23.9,17.3,11,28.5,1618
90,속초,2020-06-02,19.3,13.9,2342,25.1,1500
90,속초,2020-06-03,22.6,13.9,2,27.9,2019
90,속초,2020-06-04,25.9,20.6,405,31.4,1703
90,속초,2020-06-05,18.9,17,354,24.4,10
90,속초,2020-06-06,18.4,15.5,303,21.8,1557
90,속초,2020-06-07,19.7,16.7,243,23.4,1331
90,속초,2020-06-08,22.8,16.7,440,29.4,1428
90,속초,2020-06-09,25,20.4,2102,32,1351
90,속초,2020-06-10,24.2,19.6,514,29.6,1159
90,속초,2020-06-11,24.7,21.9,318,29.1,1158
90,속초,2020-06-12,20.4,19.3,445,22.3,37
90,속초,2020-06-13,23.5,19.2,322,29.5,1455
90,속초,2020-06-14,27.3,20.4,321,33.2,1538
90,속초,2020-06-15,28.4,23.5,356,33,1423
90,속초,2020-06-16,23.5,18.7,2352,27.3,1142
90,속초,2020-06-17,22.5,17.4,303,27.5,1540
90,속초,2020-06-18,20.7,17.9,2350,24.3,55
90,속초,2020-06-19,18.1,17.2,409,18.9,1823
90,속초,2020-06-20,20.3,16.1,443,23.8,1301
90,속초,2020-06-21,21.3,18.6,2357,25,1143
90,속초,2020-06-22,21.1,17.4,325,26.7,1105
90,속초,2020-06-23,21.9,18.8,26,26,1159
90,속초,2020-06-24,20,18.8,2034,21.8,921
90,속초,2020-06-25,19.3,18.5,2346,21.6,1012
90,속초,2020-06-26,23.8,18.2,407,28.6,1523
90,속초,2020-06-27,25.3,20.6,2358,30.4,1154
90,속초,2020-06-28,21.6,19.4,509,24.1,1505
90,속초,2020-06-29,21.4,20.5,529,23.1,1345
90,속초,2020-06-30,18.7,16.4,2339,21,23
90,속초,2020-07-01,19.5,16.1,414,25,1515
90,속초,2020-07-02,22,18,39,25.7,1104
90,속초,2020-07-03,21.7,18.6,2355,25.2,1315
90,속초,2020-07-04,21.1,18,252,24.8,1418
90,속초,2020-07-05,23.2,18.4,31,28.2,1454
90,속초,2020-07-06,22.8,19,535,27.9,1006
90,속초,2020-07-07,23.1,21,104,26.9,1459
90,속초,2020-07-08,23.4,20.6,58,27,1010
90,속초,2020-07-09,22.7,21.1,401,25.8,1410
90,속초,2020-07-10,21.5,20.5,1111,22.3,1448
90,속초,2020-07-11,19.3,16.7,836,21.8,1311
90,속초,2020-07-12,19.7,15.6,426,22.8,1245
90,속초,2020-07-13,19,18.2,1031,19.9,1
90,속초,2020-07-14,18.4,17.1,509,19.8,1455
90,속초,2020-07-15,19.6,16.3,2359,23.2,1238
90,속초,2020-07-16,20.5,15.7,436,24.3,1240
90,속초,2020-07-17,21.5,17.9,201,24.9,1316
90,속초,2020-07-18,21.6,19.6,12,25.3,1139
90,속초,2020-07-19,21.1,19.3,539,24.4,903
90,속초,2020-07-20,26.9,20.8,4,30.9,1518
90,속초,2020-07-21,25.2,22,2356,28.9,1101
90,속초,2020-07-22,22.8,20.8,440,25.3,1542
90,속초,2020-07-23,21.1,19.2,2158,22.7,1025
90,속초,2020-07-24,19.8,18.3,638,20.8,137
90,속초,2020-07-25,19.9,19.4,2137,20.7,210
90,속초,2020-07-26,20.5,18.9,232,23.2,1157
90,속초,2020-07-27,20.3,19.7,159,21.4,1417
90,속초,2020-07-28,21.3,20,537,23.8,1422
90,속초,2020-07-29,21.3,20.2,426,23.5,1316
90,속초,2020-07-30,22.7,20.9,421,25.3,1234
90,속초,2020-07-31,27.6,21.5,17,33.3,1331
90,속초,2020-08-01,26.3,23.1,2354,29.6,1045
90,속초,2020-08-02,24,22.8,49,28.7,1920
90,속초,2020-08-03,26.8,23.2,509,31.1,1559
90,속초,2020-08-04,24.4,22.4,1401,29.6,358
90,속초,2020-08-05,21.5,20.6,1240,23.2,15
90,속초,2020-08-06,22.6,20.7,324,26,1707
90,속초,2020-08-07,24.2,21,2356,28.3,1106
90,속초,2020-08-08,22.2,20.8,51,23.8,1400
90,속초,2020-08-09,22.9,20.6,652,28.6,1758
90,속초,2020-08-10,25,22.9,2326,30.2,420
90,속초,2020-08-11,25.6,21.2,737,31.2,1641
90,속초,2020-08-12,28.2,22.9,545,32.4,1325
90,속초,2020-08-13,28.9,24.8,522,34.9,1220
90,속초,2020-08-14,31,29.1,38,32.9,1005
90,속초,2020-08-15,29.7,25,937,33.3,1412
90,속초,2020-08-16,28.9,25,1916,32,1509
90,속초,2020-08-17,29.3,25.3,2339,33.1,1222
90,속초,2020-08-18,28.6,24.3,601,33,1040
90,속초,2020-08-19,29.5,23.3,347,35.1,1301
90,속초,2020-08-20,24.4,21.6,2022,29.7,1
90,속초,2020-08-21,21.2,20,1057,22.5,111
90,속초,2020-08-22,22.1,20.3,144,25.1,1343
90,속초,2020-08-23,23.6,19.6,603,27.7,1530
90,속초,2020-08-24,24.7,20.4,125,28.5,1420
90,속초,2020-08-25,27.3,23.2,228,32.2,1602
90,속초,2020-08-26,25.8,23.5,434,28.9,1032
90,속초,2020-08-27,27.3,25.1,523,32.4,1339
90,속초,2020-08-28,27.1,25.3,530,31.6,1456
90,속초,2020-08-29,26.9,24.6,2138,31.1,1018
90,속초,2020-08-30,23.4,22.3,1844,25.6,42
90,속초,2020-08-31,22.8,21.2,2059,24.6,1221
90,속초,2020-09-01,24,20.3,604,27.1,1323
90,속초,2020-09-02,23,21.7,1626,23.6,2343
90,속초,2020-09-03,25.3,22.3,2352,28.7,1549
90,속초,2020-09-04,23.7,18.5,2304,28.3,1705
90,속초,2020-09-05,20.7,17.1,212,23.7,1607
90,속초,2020-09-06,18.3,16,2153,22.6,1008
90,속초,2020-09-07,21.3,15.3,211,26.2,1622
90,속초,2020-09-08,25.1,22.5,2338,27.3,1407
90,속초,2020-09-09,22.6,19.5,2102,26.5,1504
90,속초,2020-09-10,22.3,18.5,344,28.1,1246
90,속초,2020-09-11,20.2,18.3,455,23.1,1346
90,속초,2020-09-12,18.5,16.4,2358,20.1,1145
90,속초,2020-09-13,17.4,15.4,821,20.6,1439
90,속초,2020-09-14,20.1,14.7,501,27.9,1401
90,속초,2020-09-15,20.8,17.4,115,24.5,1110
90,속초,2020-09-16,20.7,18.4,254,24.4,1004
90,속초,2020-09-17,21.3,18.8,17,24,1412
90,속초,2020-09-18,21.6,19,2257,26.6,1348
90,속초,2020-09-19,21.9,17.4,153,26.8,1455
90,속초,2020-09-20,18.5,13.9,2326,22.5,1000
90,속초,2020-09-21,17.2,13.8,455,21.7,1242
90,속초,2020-09-22,16.8,13.1,122,21.3,1316
90,속초,2020-09-23,17.3,13.3,205,20.9,1348
90,속초,2020-09-24,18.3,15.3,520,20.2,1321
90,속초,2020-09-25,18.3,16.6,2241,19.8,1226
90,속초,2020-09-26,17.6,15.9,1737,19.9,1216
90,속초,2020-09-27,17,13,2351,20.9,1209
90,속초,2020-09-28,17,12.1,556,21.9,1355
90,속초,2020-09-29,18.3,13.5,409,23.7,1212
90,속초,2020-09-30,16.8,14.7,2328,20,1228
90,속초,2020-10-01,16.5,14.8,735,18.7,1118
90,속초,2020-10-02,18.8,14.3,419,23.7,1203
90,속초,2020-10-03,18.3,15.9,2338,22.2,1127
90,속초,2020-10-04,17.7,12.2,2303,22.9,1528
90,속초,2020-10-05,14.7,10.3,619,20.5,1337
90,속초,2020-10-06,13,8.6,638,17.7,1229
90,속초,2020-10-07,14.2,9.8,247,19,1105
90,속초,2020-10-08,15,11.5,2345,19.6,1304
90,속초,2020-10-09,15.7,11,112,19.5,1306
90,속초,2020-10-10,14.8,11.4,422,18.4,1301
90,속초,2020-10-11,14.6,10.9,631,19.6,1232
90,속초,2020-10-12,15.4,11.3,332,20.7,1235
90,속초,2020-10-13,14.4,10.9,1954,17,1255
90,속초,2020-10-14,13.8,9.3,2159,18.8,1050
90,속초,2020-10-15,11.2,6.8,652,16.9,1405
90,속초,2020-10-16,13,7.6,107,16.8,1126
90,속초,2020-10-17,12.3,8.3,2336,17.2,1401
90,속초,2020-10-18,14.8,8.6,119,21.2,1401
90,속초,2020-10-19,15.1,10.2,2156,19.8,1033
90,속초,2020-10-20,14.5,10,447,20.5,1356
90,속초,2020-10-21,14.6,9,302,18.2,1429
90,속초,2020-10-22,15.8,11.1,2400,20.5,1451
90,속초,2020-10-23,10.7,7.5,2400,15.9,1129
90,속초,2020-10-24,11.1,4.6,652,15.7,1434
90,속초,2020-10-25,15.6,10.3,211,22.3,1340
90,속초,2020-10-26,13.2,8.7,612,18.2,1043
90,속초,2020-10-27,15.1,8.7,637,19.6,1415
90,속초,2020-10-28,14,8.6,2156,19.3,1107
90,속초,2020-10-29,10,6.5,2113,14.6,1311
90,속초,2020-10-30,10.9,6,134,15.3,1219
90,속초,2020-10-31,13,5.7,331,18.5,1500
90,속초,2020-11-01,15.8,13.6,16,19,1227
90,속초,2020-11-02,12.9,8,2310,17.2,1359
90,속초,2020-11-03,6.7,3.3,2354,11.3,1
90,속초,2020-11-04,7.6,.6,526,13.5,1308
90,속초,2020-11-05,13.2,7,445,17.8,1259
90,속초,2020-11-06,16.6,12.4,153,21.3,1405
90,속초,2020-11-07,17.3,14.2,2357,20.7,1312
90,속초,2020-11-08,11,5.1,2354,14.7,1511
90,속초,2020-11-09,7.2,1.2,542,12.4,1400
90,속초,2020-11-10,7,3.2,717,11.6,1455
90,속초,2020-11-11,9.7,4.1,5,15.6,1245
90,속초,2020-11-12,14.1,5.3,433,19.7,1514
90,속초,2020-11-13,13.2,7.7,2305,19.1,1031
90,속초,2020-11-14,11.5,6.4,330,16.1,1411
90,속초,2020-11-15,14,7,400,19.5,1510
90,속초,2020-11-16,14.8,11.4,644,18.1,1208
90,속초,2020-11-17,14,10.8,739,17.8,1232
90,속초,2020-11-18,15.1,12.1,118,18.5,1158
90,속초,2020-11-19,17.3,12,2351,23.1,459
90,속초,2020-11-20,7.4,3,2258,12.2,10
90,속초,2020-11-21,7.8,1.9,259,12.6,1220
90,속초,2020-11-22,8.2,5.1,2352,10,1225
90,속초,2020-11-23,5.1,1.3,648,10.6,1301
90,속초,2020-11-24,4.9,.6,16,9.4,1333
90,속초,2020-11-25,6.9,1.9,15,11.3,1326
90,속초,2020-11-26,6.8,2.7,756,9.9,1056
90,속초,2020-11-27,6.8,4.1,2112,9.9,1159
90,속초,2020-11-28,2.4,-.6,704,5.9,1430
90,속초,2020-11-29,1.9,-.5,641,5.4,1154
90,속초,2020-11-30,2.3,-2.1,703,6.9,1315
90,속초,2020-12-01,2.1,-2.9,641,6.6,1251
90,속초,2020-12-02,4.1,1.2,33,8.6,1359
90,속초,2020-12-03,3.7,-.3,2328,7.6,1410
90,속초,2020-12-04,2.5,-2.7,504,8.7,1317
90,속초,2020-12-05,4.1,.2,443,8.6,1413
90,속초,2020-12-06,6,.6,711,10.4,1300
90,속초,2020-12-07,5.5,.7,2322,10.4,1323
90,속초,2020-12-08,.9,-3.1,755,5.6,1421
90,속초,2020-12-09,3.8,-2.2,340,8.2,1221
90,속초,2020-12-10,7.3,3.8,328,10.5,1202
90,속초,2020-12-11,7.1,4.9,802,10.2,1309
90,속초,2020-12-12,4.7,.7,2325,8.1,1324
90,속초,2020-12-13,.2,-3.4,2400,2.7,950
90,속초,2020-12-14,-5.7,-9.6,2355,-3.2,1404
90,속초,2020-12-15,-6,-9.7,150,-2.2,1416
90,속초,2020-12-16,-5.7,-9.2,234,-1.6,1356
90,속초,2020-12-17,-2.3,-8.7,658,3,1255
90,속초,2020-12-18,.4,-4,2354,4.4,1410
90,속초,2020-12-19,-1.8,-6.1,736,2,1408
90,속초,2020-12-20,-1.5,-6.5,657,4.5,1333
90,속초,2020-12-21,1.6,-4.1,338,6.8,1311
90,속초,2020-12-22,4.1,-.1,105,7.2,1309
90,속초,2020-12-23,7.5,4,415,10,1248
90,속초,2020-12-24,5.1,0,2355,8.8,9
90,속초,2020-12-25,.2,-3.4,740,3.6,1437
90,속초,2020-12-26,4.2,-1.2,109,8.6,1420
90,속초,2020-12-27,7,-.2,44,11,1353
90,속초,2020-12-28,6.9,3.9,1937,11.2,1213
90,속초,2020-12-29,3.7,.9,2354,7.1,1114
90,속초,2020-12-30,-6.4,-10.6,2206,1,1
90,속초,2020-12-31,-6.3,-11.3,120,-1.8,1421
90,속초,2021-01-01,-2.9,-7.7,441,1.2,1456
90,속초,2021-01-02,-2.5,-6.3,754,1.5,1436
90,속초,2021-01-03,-2.5,-5.8,648,.7,1443
90,속초,2021-01-04,-.9,-4.2,646,3.2,1445
90,속초,2021-01-05,-3.2,-7.3,2337,.1,1429
90,속초,2021-01-06,-5.9,-9.4,538,-2.2,1345
90,속초,2021-01-07,-12.1,-14.8,803,-5.9,138
90,속초,2021-01-08,-13,-16.1,359,-9,1535
90,속초,2021-01-09,-10.2,-15.6,336,-5.3,1527
90,속초,2021-01-10,-5.9,-12.6,315,-1.2,1500
90,속초,2021-01-11,-4.4,-9.2,653,-.3,1331
90,속초,2021-01-12,-.8,-4.8,815,2.5,1355
90,속초,2021-01-13,5.7,-.8,3,9.3,1239
90,속초,2021-01-14,2.8,-1.2,2100,6,3
90,속초,2021-01-15,3.2,-1.2,541,7.8,2043
90,속초,2021-01-16,-.2,-5.3,2356,4.8,2
90,속초,2021-01-17,-3.9,-7.1,558,-.2,1523
90,속초,2021-01-18,-2.6,-6.9,2336,2.5,1226
90,속초,2021-01-19,-6.1,-10.9,540,-1.6,1514
90,속초,2021-01-20,1,-5.9,152,7.9,1541
90,속초,2021-01-21,6.4,.3,2,9.7,1532
90,속초,2021-01-22,5,2.2,817,7.3,1053
90,속초,2021-01-23,1.8,.9,1744,4.9,22
90,속초,2021-01-24,3.5,1.9,315,5.6,1201
90,속초,2021-01-25,4.1,.5,521,7.9,1234
90,속초,2021-01-26,5.3,3.4,500,8.5,1523
90,속초,2021-01-27,3.3,.3,2353,6.7,1110
90,속초,2021-01-28,-.5,-7.6,2400,8.1,1008
90,속초,2021-01-29,-6.4,-9.7,339,-2.8,1620
90,속초,2021-01-30,1.3,-7.9,18,5.1,1517
90,속초,2021-01-31,2.8,-3.1,439,8.2,1509
90,속초,2021-02-01,7.7,2.6,100,13.7,1408
90,속초,2021-02-02,-2.7,-5.8,2322,3.6,1
90,속초,2021-02-03,-2.2,-7.6,506,2,1522
90,속초,2021-02-04,.1,-2.8,733,2.9,1322
90,속초,2021-02-05,5.1,-.4,102,9.2,1444
90,속초,2021-02-06,8.7,5.1,18,12.5,1322
90,속초,2021-02-07,3.9,-.5,2214,9.1,54
90,속초,2021-02-08,-1.2,-3.9,2302,1.5,1148
90,속초,2021-02-09,1.7,-4.8,315,7.3,1540
90,속초,2021-02-10,5.8,1.5,701,10.4,1458
90,속초,2021-02-11,6.1,.6,658,10.7,1519
90,속초,2021-02-12,6.7,1.5,205,13.8,1427
90,속초,2021-02-13,4,.3,651,8.1,1305
90,속초,2021-02-14,5.9,.9,310,11.1,1134
90,속초,2021-02-15,3.1,-3.2,2349,8.5,1132
90,속초,2021-02-16,-2.9,-6.2,2330,.7,1336
90,속초,2021-02-17,-7.5,-10,728,-4.2,1442
90,속초,2021-02-18,-4,-10.1,544,1.8,1525
90,속초,2021-02-19,5.7,-4.3,209,11.1,1454
90,속초,2021-02-20,12.7,7.9,58,17.8,1445
90,속초,2021-02-21,7.4,3.1,2314,14.4,139
90,속초,2021-02-22,4,1.9,2256,7.6,1236
90,속초,2021-02-23,.6,-2.5,2139,3.6,1116
90,속초,2021-02-24,1,-2.7,711,5.4,1503
90,속초,2021-02-25,2.9,-1.9,36,7,1418
90,속초,2021-02-26,4.5,.2,338,7.7,1405
90,속초,2021-02-27,3.9,1.7,2240,6.5,1616
90,속초,2021-02-28,6.1,-1.5,702,10.7,1335
90,속초,2021-03-01,2,-.4,1857,10,213
90,속초,2021-03-02,-1.3,-4.1,2337,.5,1519
90,속초,2021-03-03,2.1,-4.5,201,7.4,1456
90,속초,2021-03-04,5.9,.7,51,10.5,1453
90,속초,2021-03-05,9.5,1.5,704,16.5,1708
90,속초,2021-03-06,.5,-1.1,1849,10.3,3
90,속초,2021-03-07,1.7,-.9,1,5.1,1243
90,속초,2021-03-08,2.7,-.3,716,6.5,1125
90,속초,2021-03-09,8.1,-.3,427,15.2,1634
90,속초,2021-03-10,7.4,2.2,2359,11.5,203
90,속초,2021-03-11,10.6,1.8,156,16.1,1539
90,속초,2021-03-12,6.6,5.1,1933,10.6,2
90,속초,2021-03-13,6,2.4,700,10.1,1409
90,속초,2021-03-14,8,3,318,13.2,1255
90,속초,2021-03-15,10.6,4,328,14.2,2200
93,북춘천,2020-03-10,7.4,2.2,2358,12.3,1
93,북춘천,2020-03-11,2.6,-3,652,8.6,1615
93,북춘천,2020-03-12,5.3,-4.4,646,12.6,1716
93,북춘천,2020-03-13,6.1,-2.5,2400,11.7,1403
93,북춘천,2020-03-14,2.5,-6.1,614,10,1532
93,북춘천,2020-03-15,2.5,-2.3,416,8.9,1254
93,북춘천,2020-03-16,2.7,-5.4,626,9.8,1551
93,북춘천,2020-03-17,2.3,-1.1,242,5.8,1718
93,북춘천,2020-03-18,6.3,1.1,700,16.7,1646
93,북춘천,2020-03-19,5.9,-.4,427,12.1,953
93,북춘천,2020-03-20,7.4,-.7,507,14.9,1450
93,북춘천,2020-03-21,11.2,2.3,232,18.9,1545
93,북춘천,2020-03-22,10.5,3.4,634,17.8,1411
93,북춘천,2020-03-23,8.2,-1.3,611,17.6,1350
93,북춘천,2020-03-24,8.4,-1.3,609,18.1,1551
93,북춘천,2020-03-25,10.3,-.4,616,20.2,1504
93,북춘천,2020-03-26,13.3,1.7,637,21,1336
93,북춘천,2020-03-27,12.2,7.7,2241,16.3,1206
93,북춘천,2020-03-28,6.6,-.2,639,13.7,1554
93,북춘천,2020-03-29,6.6,-3.4,640,15.7,1632
93,북춘천,2020-03-30,8.4,-1,606,18,1628
93,북춘천,2020-03-31,10.7,-.6,633,19.9,1503
93,북춘천,2020-04-01,8.7,2,2332,17.2,1213
93,북춘천,2020-04-02,7,-.5,308,17.6,1611
93,북춘천,2020-04-03,9.1,-2.3,612,19.2,1524
93,북춘천,2020-04-04,8.3,2.5,2400,14.9,1609
93,북춘천,2020-04-05,5.9,-4.5,625,15.1,1606
93,북춘천,2020-04-06,8.4,-2.3,603,18.7,1538
93,북춘천,2020-04-07,9.8,.6,631,19.4,1435
93,북춘천,2020-04-08,7.4,-.3,634,14.7,1518
93,북춘천,2020-04-09,7.8,-2,620,15.6,1437
93,북춘천,2020-04-10,9.4,2.2,337,16.2,1511
93,북춘천,2020-04-11,9.1,1.1,614,16.7,1516
93,북춘천,2020-04-12,6.6,.6,605,11.3,1647
93,북춘천,2020-04-13,9.4,.1,612,18.3,1620
93,북춘천,2020-04-14,10.9,-.9,608,23.1,1554
93,북춘천,2020-04-15,12.9,1.6,546,23,1517
93,북춘천,2020-04-16,14.2,4.3,601,23,1701
93,북춘천,2020-04-17,9.8,6.3,2241,12,1
93,북춘천,2020-04-18,12.7,6.6,607,19.8,1640
93,북춘천,2020-04-19,11,7.3,535,15.5,1258
93,북춘천,2020-04-20,9.3,4.6,2338,12.9,1130
93,북춘천,2020-04-21,6.9,3.5,606,11.5,1300
93,북춘천,2020-04-22,6.3,3.5,32,9.4,1446
93,북춘천,2020-04-23,7,-.5,520,14.4,1525
93,북춘천,2020-04-24,8.6,-1,501,15.9,1532
93,북춘천,2020-04-25,11.6,4,308,19.7,1403
93,북춘천,2020-04-26,10.6,2.6,614,18.8,1406
93,북춘천,2020-04-27,10.1,2.1,530,18.3,1541
93,북춘천,2020-04-28,12.4,1.2,600,21.9,1531
93,북춘천,2020-04-29,13.7,5.4,551,22.8,1531
93,북춘천,2020-04-30,15.3,3.3,455,24.6,1457
93,북춘천,2020-05-01,20.4,12.6,517,28,1542
93,북춘천,2020-05-02,19.5,14.8,2312,23.6,1653
93,북춘천,2020-05-03,20.8,15.2,520,27.4,1449
93,북춘천,2020-05-04,21.1,14.8,318,28.9,1530
93,북춘천,2020-05-05,16.1,10.8,2400,21.7,1311
93,북춘천,2020-05-06,18.4,7.8,550,27.7,1621
93,북춘천,2020-05-07,18.6,9,546,25.8,1423
93,북춘천,2020-05-08,18.3,10.8,605,27.6,1521
93,북춘천,2020-05-09,14.2,11.7,543,16,1306
93,북춘천,2020-05-10,15.7,13.2,451,19,1440
93,북춘천,2020-05-11,17,12.3,334,23.3,1459
93,북춘천,2020-05-12,12.8,8.6,546,19.1,1609
93,북춘천,2020-05-13,15,5.6,549,24,1536
93,북춘천,2020-05-14,16.6,7.9,426,24.7,1450
93,북춘천,2020-05-15,14.7,13.1,659,17.8,331
93,북춘천,2020-05-16,17.6,14,233,23.2,1712
93,북춘천,2020-05-17,20.6,16.3,409,26.2,1620
93,북춘천,2020-05-18,19.3,15.3,2348,26.4,1340
93,북춘천,2020-05-19,11.7,6.9,2358,15.8,1
93,북춘천,2020-05-20,11.5,5.4,506,16.1,1701
93,북춘천,2020-05-21,15,6.8,456,21.8,1514
93,북춘천,2020-05-22,16.9,12.1,507,22.2,1542
93,북춘천,2020-05-23,19.3,14.3,105,25.2,1453
93,북춘천,2020-05-24,18.6,15.1,2352,22.6,1616
93,북춘천,2020-05-25,17.5,13.2,341,22.5,1533
93,북춘천,2020-05-26,16.9,12.8,2355,23.7,1420
93,북춘천,2020-05-27,17,10.2,514,24.8,1657
93,북춘천,2020-05-28,17.4,11.8,340,23.5,1441
93,북춘천,2020-05-29,19.3,10.6,459,28.4,1543
93,북춘천,2020-05-30,20.7,11.4,511,29.8,1603
93,북춘천,2020-05-31,21.3,13.3,519,28.7,1513
93,북춘천,2020-06-01,21,15.8,2400,26.6,1515
93,북춘천,2020-06-02,17,13.7,607,21.3,1619
93,북춘천,2020-06-03,22,13.6,349,28.8,1604
93,북춘천,2020-06-04,23.2,16.9,515,29.2,1614
93,북춘천,2020-06-05,22.9,17.2,534,29.2,1626
93,북춘천,2020-06-06,23.7,15.7,534,31.2,1605
93,북춘천,2020-06-07,23.8,19.2,508,29.7,1558
93,북춘천,2020-06-08,24.8,17.8,502,32.4,1646
93,북춘천,2020-06-09,26,18.6,506,33.9,1546
93,북춘천,2020-06-10,25.6,19.8,504,32.4,1401
93,북춘천,2020-06-11,26.4,21.6,439,32.9,1628
93,북춘천,2020-06-12,23.9,18.7,443,28.9,1402
93,북춘천,2020-06-13,26.1,17.9,545,33.9,1613
93,북춘천,2020-06-14,24.7,20.2,547,30.7,1424
93,북춘천,2020-06-15,23.3,17.2,515,31.3,1521
93,북춘천,2020-06-16,22.4,14.8,508,29.7,1616
93,북춘천,2020-06-17,24.3,17,521,30.9,1550
93,북춘천,2020-06-18,22.7,18.6,530,27,1608
93,북춘천,2020-06-19,22.7,18.7,402,28.4,1600
93,북춘천,2020-06-20,23.9,16.7,441,31.6,1452
93,북춘천,2020-06-21,25.6,18.2,548,33.5,1504
93,북춘천,2020-06-22,26.7,18,509,35.8,1629
93,북춘천,2020-06-23,26.5,19.8,459,33,1327
93,북춘천,2020-06-24,21.2,18.8,1429,24.7,1
